journal_name;area
Quality Progress;SSH & PS
Quality Review Bulletin;HS
Quality Technology and Quantitative Management;SSH
Quality World;PS
Quanta;SSH & PS
Quantitative Biology;LS & PS
Quantitative Economics;SSH
Quantitative Finance;SSH
Quantitative Imaging in Medicine and Surgery;HS
Quantitative InfraRed Thermography Journal;PS
Quantitative Marketing and Economics;SSH
Quantitative Science Studies;SSH & PS
Quantitative Structure-Activity Relationships;LS
Quantum;PS
Quantum and Semiclassical Optics;PS
Quantum Beam Science;PS
Quantum Electronics;PS
Quantum Information and Computation;PS
Quantum Information Processing;PS
Quantum Machine Intelligence;PS
Quantum Reports;PS
Quantum Science and Technology;PS
Quantum Studies: Mathematics and Foundations;PS
Quantum Topology;PS
Quarry Management;PS
Quarry Management and Products;PS & HS
Quartar;SSH
Quarterly bulletin of Sea View Hospital. New York. Sea View Hospital, Staten Island. Clinical Society;HS
Quarterly Dental Review;HS
Quarterly Journal of Austrian Economics;SSH
Quarterly Journal Of Crude Drug Research;HS
Quarterly Journal of Economics;SSH
Quarterly Journal of Engineering Geology;PS
Quarterly Journal of Engineering Geology and Hydrogeology;PS
Quarterly Journal of Experimental Physiology;LS
Quarterly Journal of Experimental Psychology;LS, SSH & HS
Quarterly Journal of Experimental Psychology Section A: Human Experimental Psychology;SSH
Quarterly Journal of Experimental Psychology Section B: Comparative and Physiological Psychology;LS, SSH & HS
Quarterly Journal of Finance;SSH
Quarterly Journal of Forestry;LS
Quarterly Journal of International Agriculture;SSH
Quarterly Journal of Mathematics;PS
Quarterly Journal of Mechanics and Applied Mathematics;PS
Quarterly Journal of Medicine;HS
Quarterly Journal of Nuclear Medicine;HS
Quarterly Journal of Nuclear Medicine and Molecular Imaging;HS
Quarterly journal of pharmacy and pharmacology;HS
Quarterly Journal of Political Science;SSH
Quarterly Journal of Speech;SSH
Quarterly journal of studies on alcohol;HS
Quarterly Journal of the Royal Astronomical Society;PS
Quarterly Journal of the Royal Meteorological Society;PS
Quarterly of Applied Mathematics;PS
Quarterly Publications of the American Statistical Association;SSH & PS
Quarterly Report of RTRI (Railway Technical Research Institute) (Japan);PS
Quarterly Review of Biology;LS
Quarterly Review of Economics and Finance;SSH
Quarterly Review of Film and Video;SSH
Quarterly review of medicine;HS
Quarterly review of obstetrics and gynecology;HS
Quarterly review of pediatrics;HS
Quarterly review of psychiatry and neurology;HS
Quarterly Review of Surgery, Obstetrics and Gynecology;HS
Quarterly Reviews of Biophysics;LS
Quarterly Reviews, Chemical Society;PS
Quasigroups and Related Systems;PS
Quaternaire;PS
Quaternaire, Supplement;PS
Quaternary;PS
Quaternary and Environmental Geosciences;PS
Quaternary Geochronology;PS
Quaternary International;PS
Quaternary Newsletter;PS
Quaternary Research;SSH & PS
Quaternary Research (Tokyo);PS
Quaternary Science Advances;PS
Quaternary Science Reviews;LS, SSH & PS
Quaternary Sciences;PS
Quaternary Studies in Poland;PS
Qudus International Journal of Islamic Studies;SSH
Quebec Journal of International Law;SSH
Quebec Studies;SSH
Queen Mary Journal of Intellectual Property;SSH
Queen Mary Studies in International Law;SSH
Queen's nursing journal;HS
Queen's quarterly;SSH
Queenship and Power;SSH
Queensland Archaeological Research;SSH
Queensland Review;SSH
Queeste;SSH
Quest;SSH
Quest. Issues in Contemporary Jewish History;SSH
Questiio;PS
Questions Liturgiques;SSH
Queue;PS
Queueing Systems;SSH & PS
Quick Printing;PS
Quimica Clinica;LS
Quimica Nova;PS
Quinnipiac Law Review;SSH
Quintana;SSH
Quintessence International;HS
Quinto Sol;SSH
Quinzaine Litteraire;SSH
Quipu;HS
Quiroga;SSH
Qwerty;SSH & PS
R and D Journal;PS
R and D Management;SSH
R and D: Research and Development Kobe Steel Engineering Reports;PS
R Journal;SSH & PS
RA Revista de Arquitectura;SSH & PS
Race and Class;SSH
Race and Justice;SSH
Race and Social Problems;SSH
Race and Society;SSH
Race Ethnicity and Education;SSH
Rad Hrvatske Akademije Znanosti i Umjetnosti, Matematicke Znanosti;PS
Radex Rundschau;PS
Radiation and Environmental Biophysics;LS & PS
Radiation and Risk;PS & HS
Radiation Botany;LS
Radiation curing;PS
Radiation data and reports;HS
Radiation Detection Technology and Methods;PS
Radiation Effects;PS
Radiation Effects and Defects in Solids;PS
Radiation Measurements;PS
Radiation Medicine - Medical Imaging and Radiation Oncology;PS & HS
Radiation Medicine and Protection;HS
Radiation Oncology;HS
Radiation Oncology Investigations;PS & HS
Radiation Oncology Journal;HS
Radiation Physics and Chemistry;PS
Radiation Physics and Chemistry;PS
Radiation Protection Dosimetry;PS & HS
Radiation Research;LS, PS & HS
Radiatsionnaya Biologiya Radioekologiya;HS
Radiatsionnaya Gygiena;HS
Radical history review;SSH
Radical Philosophy;SSH
Radical Teacher;SSH
Radical Theologies and Philosophies;SSH
Radio and Electronic Engineer;PS & HS
Radio Engineering and Electronic Physics (English translation of Radiotekhnika i Elektronika);PS
Radio Journal;SSH & PS
Radio Physics and Radio Astronomy;PS
Radio Science;PS
Radioactive Waste Management and Environmental Restoration;PS
Radioactivity in the Environment;PS
Radiobiologia, radioterapia, e fisica medica;HS
Radiobiologiia;HS
Radiocarbon;SSH & PS
Radiochemistry;PS
Radiochemistry and Radioanalytical Letters;HS
Radiochimica Acta;PS
Radioelectronic and Computer Systems;PS
Radioelectronics and Communications Systems;PS
Radioelektronika, Nanosistemy, Informacionnye Tehnologii;PS
Radioengineering;PS
Radiographics;HS
Radiography;HS
Radiography;HS
Radioisotopes;PS
Radiologia;HS
Radiologia Brasileira;HS
Radiologia Clinica;HS
Radiologia clinica et biologica;HS
Radiologia Iugoslavica;HS
Radiologia Medica;HS
"Radiologia; rassegna internazionale trimestrale di radiobiologia,";HS
Radiologic Clinics of North America;HS
Radiologic Technology;HS
Radiological health data and reports;HS
Radiological Physics and Technology;PS & HS
Radiologie - Journal du CEPUR;HS
Radiologist;HS
Radiology;HS
Radiology and Oncology;HS
Radiology Case Reports;HS
Radiology management;HS
Radiology Now;HS
Radiology Research and Practice;HS
Radiology: Artificial Intelligence;PS & HS
Radiology: Cardiothoracic Imaging;HS
Radiology: Imaging Cancer;HS
Radiophysics and Quantum Electronics (English Translation of Izvestiya Vysshikh Uchebnykh Zavedenii, Radiofizika);PS
Radioprotection;PS & HS
Radiosurgery;HS
Radiotekhnika;PS
Radiotekhnika i Elektronika;PS
Radioterapia, radiobiologia e fisica medica;HS
Radiotherapy and Oncology;HS
Radix;SSH
Radovi;LS
Radovi - Zavoda za povijesne znanosti HAZU u Zadru;SSH
Radovi Fakulteta Strojarstva i Brodogradnje Sveucilista u Zagrebu;PS
Radovi Instituta za Povijest Umjetnosti;SSH
Radovi Medicinskog Fakulteta u Zagrebu;HS
Radovi Zavoda za Hrvatsku Povijest;SSH
Radovi Zavoda za Znanstvenoistrazivacki i Umjetnicki Rad u Bjelovaru;SSH
Radwaste Solutions;PS
RA'E GA - O Espaco Geografico em Analise;SSH
RAE Revista de Administracao de Empresas;SSH
Raffles Bulletin of Zoology;LS
Ragion Pratica;SSH
Rail International;SSH & PS
Railway Age;SSH & PS
Railway Engineering Science;SSH & PS
Railway Gazette International;SSH & PS
RAIRO - Operations Research;SSH & PS
RAIRO - Theoretical Informatics and Applications;PS
Raisons Politiques;SSH
Rakenteiden Mekaniikka;PS
Ramanujan Journal;PS
Rambam Maimonides Medical Journal;HS
Ramon Llull Journal of Applied Ethics;SSH
Ramus;SSH
RAND Journal of Economics;SSH
Random Lengths;SSH & PS
Random Matrices: Theory and Application;SSH & PS
Random Operators and Stochastic Equations;PS
Random Structures and Algorithms;PS
Range Management and Agroforestry;LS
Rangeland Ecology and Management;LS & PS
Rangeland Journal;LS & PS
Rangelands;SSH & PS
Ranshao Kexue Yu Jishu/Journal of Combustion Science and Technology;PS
Rapid Communications in Mass Spectrometry;PS
Rapid Prototyping Journal;PS
Raptor Journal;LS & PS
Rare Diseases of the Immune System;HS
Rare Metals;PS
Rare Tumors;HS
Raritan;SSH
Rasayan Journal of Chemistry;LS & PS
Rasplavy;PS
Rasprave Instituta za Hrvatski Jezik i Jezikoslovlje;SSH
Rassegna della Letteratura Italiana;SSH
Rassegna di medicina industriale e di igiene del lavoro;HS
Rassegna di Patologia dell'Apparato Respiratorio;HS
Rassegna di Psicologia;LS, SSH & HS
Rassegna di Studi Psichiatrici;HS
Rassegna ed Archivio di Chirurgia;HS
Rassegna Iberistica;SSH
Rassegna italiana di chirurgia e medicina;HS
Rassegna Italiana di Chirurgia Pediatrica;HS
Rassegna Italiana di Criminologia;SSH
Rassegna Italiana di Sociologia;SSH
Rassegna penitenziaria e criminologica;HS
Rassegna Storica del Risorgimento;SSH
Rast Muzikoloji Dergisi;SSH
Rastitel'nost' Rossii;LS
Ratarstvo i Povrtarstvo;LS
Ratio;SSH
Ratio juris;SSH
Rational Drug Therapy;HS
Rational Pharmacotherapy in Cardiology;HS
Rationality and Society;SSH
Raumforschung und Raumordnung;SSH
RAUSP Management Journal;SSH
Raw Materials Report;SSH & PS
Rawal Medical Journal;HS
Rays - International Journal of Radiological Sciences;HS
RBM - Revue Europeenne de Technologie Biomedicale;LS
RCM midwives : the official journal of the Royal College of Midwives.;HS
RCM midwives journal : official journal of the Royal College of Midwives;HS
RCN nursing standard;HS
RDH;HS
REACH;SSH, PS & HS
Reaction Chemistry and Engineering;PS
Reaction Kinetics and Catalysis Letters;PS
Reaction Kinetics, Mechanisms and Catalysis;PS
Reactive and Functional Polymers;LS & PS
Reactive Polymers;PS
Reactive Polymers, Ion Exchangers, Sorbents;PS
Reactivity of solids;PS
Reading and Writing;SSH & HS
Reading and Writing (South Africa);SSH
Reading and Writing Quarterly;SSH
Reading Online;SSH
Reading Psychology;SSH
Reading Research and Instruction;SSH
Reading Research Quarterly;SSH
Reading Teacher;LS, SSH & HS
Real Analysis Exchange;PS
Real Estate Economics;SSH
Real Estate Management and Valuation;SSH
Real Estate Taxation;SSH
Reales Sitios;SSH
Real-Time Imaging;PS
Real-Time Systems;PS
Reanimation;HS
Reanimation Soins Intensifs Medecine d'Urgence;HS
Reanimation Urgences;HS
REC: CardioClinics;HS
REC: Interventional Cardiology;HS
ReCALL;SSH & PS
Recent Advances in Alzheimer Research;HS
Recent Advances in Anti-Infective Drug Discovery;LS & HS
Recent advances in biological psychiatry;HS
Recent Advances in Computer Science and Communications;PS
Recent Advances in DNA and Gene Sequences;LS & HS
Recent Advances in Drug Delivery and Formulation;LS & PS
Recent Advances in Electrical and Electronic Engineering;PS
Recent advances in inflammation & allergy drug discovery;HS
Recent Advances in Ophthalmology;HS
Recent Advances in Phytochemistry;LS
Recent advances in studies on cardiac structure and metabolism;HS
Recent developments in alcoholism : an official publication of the American Medical Society on Alcoholism, the Research Society on Alcoholism, and the National Council on Alcoholism;HS
Recent Innovations in Chemical Engineering;PS
Recent Patents on Anti-Cancer Drug Discovery;LS & HS
Recent Patents on Anti-Infective Drug Discovery;LS & HS
Recent Patents on Biomarkers;LS
Recent Patents on Biomedical Engineering;PS & HS
Recent Patents on Biotechnology;LS & PS
Recent Patents on Cardiovascular Drug Discovery;LS & HS
Recent Patents on Chemical Engineering;PS
Recent Patents on CNS Drug Discovery;LS & HS
Recent Patents on Computer Science;PS
Recent Patents on DNA and Gene Sequences;LS & HS
Recent Patents on Drug Delivery and Formulation;LS, PS & HS
Recent Patents on Electrical and Electronic Engineering;PS
Recent Patents on Electrical Engineering;PS
Recent Patents on Endocrine, Metabolic and Immune Drug Discovery;LS & HS
Recent Patents on Engineering;PS
Recent patents on food, nutrition & agriculture;LS
Recent Patents on Inflammation and Allergy Drug Discovery;LS & HS
Recent Patents on Materials Science;PS
Recent Patents on Mechanical Engineering;PS
Recent Patents on Medical Imaging;HS
Recent Patents on Nanomedicine;PS & HS
Recent Patents on Nanotechnology;PS
Recent Patents on Regenerative Medicine;LS
Recent Progress in Hormone Research;LS
Recent Results in Cancer Research;LS & HS
Recenti Progressi in Medicina;HS
Reception: Texts, Readers, Audiences, History;SSH
Receptor;LS
Receptors;HS
Receptors & signal transduction;HS
Receptors and Channels;LS
Recerca;SSH
Recherche - Transports - Securite;SSH & PS
Recherche aerospatiale;PS
Recherche en soins infirmiers;HS
Recherche et Applications en Marketing;SSH
Recherche et Applications en Marketing;SSH
Recherche et Formation;SSH
Recherche et Pratiques Pedagogiques en Langues de Specialite - Cahiers de l'APLIUT;SSH
Recherches de Science Religieuse;SSH
Recherches de Theologie et Philosophie Medievales;SSH
Recherches economiques de Louvain;SSH
Recherches en Didactiques des Sciences et des Technologies;SSH
Recherches Germaniques;SSH
Recherches Linguistiques de Vincennes;SSH
Recherches sur Diderot et sur L'Encyclopedie;SSH
Recht und Psychiatrie;SSH & HS
Rechtsgeschichte;SSH
Rechtsmedizin;HS
Reclamation and Revegetation Research;PS
RECMA;SSH
ReCollections;SSH
R-Economy;SSH
Reconstruction surgery and traumatology;HS
Records Management Journal;SSH
Records of Natural Products;LS & PS
Records of the Australian Museum;LS & SSH
Recovering Political Philosophy;SSH
Recreational Sports Journal;SSH
Recruitment, retention & restructuring report;HS
Recta;SSH & PS
Recueil des Travaux Chimiques des Pays-Bas-Journal of the Royal Netherlands;PS
Recycled Paper News;PS
Recycling;PS
Recycling Markets;PS
Recycling Today;SSH & PS
Red Cedar Review;SSH
REDES;SSH
Redescriptions: Political Thought, Conceptual History and Feminist Theory;SSH
Redia;LS
Redox Biology;LS & PS
Redox Report;LS & HS
REE, Revue de L'Electricite et de L'Electronique;PS
Referate und Beiträge zur Anatomie und Entwickelungsgeschichte;LS & HS
Reference and User Services Quarterly;SSH & PS
Reference Librarian;SSH
Reference Series in Phytochemistry;LS & PS
Reference Services Review;SSH
References en Gynecologie Obstetrique;HS
rEFLections;SSH
Reflections / Sigma Theta Tau;HS
Reflections on nursing leadership / Sigma Theta Tau International, Honor Society of Nursing;HS
Reflective Practice;SSH
Reflets et Perspectives de la Vie Economique;SSH
Reflexe;SSH
Refocus;PS
Reforma y Democracia;SSH
Reformation;SSH
Reformation and Renaissance Review;SSH
Refractive and Corneal Surgery;HS
Refractories;PS
Refractories and Industrial Ceramics;PS
Refrigeration Service & Contracting;PS
"Refu""at ha-shinayim (Tel Aviv, Israel : 1983)";HS
Refuah Veterinarith;HS
Refuat ha-peh veha-shinayim (1993);HS
Refu'at ha-peh veha-shinayim (Tel Aviv, Israel : 1969);HS
Refuge;SSH
Refugee Survey Quarterly;SSH
Refugees and Human Rights;SSH
Regelungstech Prozess-Datenverarbeitung;PS
Regelungstechnik;PS
Regenerative Biomaterials;PS
Regenerative Engineering and Translational Medicine;LS, PS & HS
Regenerative Medicine;PS & HS
Regenerative Therapy;LS & PS
Regio Basiliensis;PS
Region;SSH
Region: Regional Studies of Russia, Eastern Europe, and Central Asia;SSH
Regional and Federal Studies;SSH
Regional and Sectoral Economic Studies;SSH
Regional and Urban Economics;PS
Regional Anesthesia;HS
Regional Anesthesia and Pain Medicine;HS
